id,County,Population
46035,"Davison County, South Dakota",19871
46073,"Jerauld County, South Dakota",2018
46117,"Stanley County, South Dakota",3017
46107,"Potter County, South Dakota",2315
46023,"Charles Mix County, South Dakota",9349
46091,"Marshall County, South Dakota",4891
46105,"Perkins County, South Dakota",2897
21235,"Whitley County, Kentucky",36131
21071,"Floyd County, Kentucky",36456
21117,"Kenton County, Kentucky",165668
21153,"Magoffin County, Kentucky",12491
21205,"Rowan County, Kentucky",24507
21217,"Taylor County, Kentucky",25571
21039,"Carlisle County, Kentucky",4784
21065,"Estill County, Kentucky",14224
22079,"Rapides Parish, Louisiana",130970
22105,"Tangipahoa Parish, Louisiana",132057
22123,"West Carroll Parish, Louisiana",11041
22021,"Caldwell Parish, Louisiana",9992
22035,"East Carroll Parish, Louisiana",7096
22039,"Evangeline Parish, Louisiana",33589
22087,"St. Bernard Parish, Louisiana",46266
22121,"West Baton Rouge Parish, Louisiana",26101
22081,"Red River Parish, Louisiana",8565
22069,"Natchitoches Parish, Louisiana",38769
22025,"Catahoula Parish, Louisiana",9766
22041,"Franklin Parish, Louisiana",20238
22007,"Assumption Parish, Louisiana",22478
22113,"Vermilion Parish, Louisiana",59865
22029,"Concordia Parish, Louisiana",19778
23017,"Oxford County, Maine",57550
23019,"Penobscot County, Maine",151774
23001,"Androscoggin County, Maine",107602
23005,"Cumberland County, Maine",292307
23031,"York County, Maine",204316
23025,"Somerset County, Maine",50520
24047,"Worcester County, Maryland",51765
24041,"Talbot County, Maryland",37167
25001,"Barnstable County, Massachusetts",213496
25003,"Berkshire County, Massachusetts",126425
25023,"Plymouth County, Massachusetts",515303
25021,"Norfolk County, Massachusetts",700437
25019,"Nantucket County, Massachusetts",11168
26005,"Allegan County, Michigan",116143
26003,"Alger County, Michigan",9151
26127,"Oceana County, Michigan",26416
26035,"Clare County, Michigan",30651
26073,"Isabella County, Michigan",70688
26157,"Tuscola County, Michigan",52939
26007,"Alpena County, Michigan",28520
26111,"Midland County, Michigan",83355
26135,"Oscoda County, Michigan",8248
26037,"Clinton County, Michigan",78389
26057,"Gratiot County, Michigan",40916
26091,"Lenawee County, Michigan",98381
26117,"Montcalm County, Michigan",63413
26147,"St. Clair County, Michigan",159247
26161,"Washtenaw County, Michigan",367000
26027,"Cass County, Michigan",51523
26143,"Roscommon County, Michigan",23851
26023,"Branch County, Michigan",43513
26075,"Jackson County, Michigan",158636
26099,"Macomb County, Michigan",870325
26013,"Baraga County, Michigan",8421
26045,"Eaton County, Michigan",109456
13293,"Upson County, Georgia",26236
13303,"Washington County, Georgia",20436
13311,"White County, Georgia",29489
13225,"Peach County, Georgia",27145
13223,"Paulding County, Georgia",159825
13229,"Pierce County, Georgia",19250
13231,"Pike County, Georgia",18327
13245,"Richmond County, Georgia",201852
13251,"Screven County, Georgia",13989
13267,"Tattnall County, Georgia",25382
13019,"Berrien County, Georgia",19152
17135,"Montgomery County, Illinois",28828
17195,"Whiteside County, Illinois",56016
17001,"Adams County, Illinois",66085
17027,"Clinton County, Illinois",37634
17037,"DeKalb County, Illinois",104366
17047,"Edwards County, Illinois",6455
17079,"Jasper County, Illinois",9594
17081,"Jefferson County, Illinois",37985
17183,"Vermilion County, Illinois",77563
17197,"Will County, Illinois",689315
17199,"Williamson County, Illinois",67102
17023,"Clark County, Illinois",15716
17041,"Douglas County, Illinois",19623
17049,"Effingham County, Illinois",34137
17057,"Fulton County, Illinois",35092
17061,"Greene County, Illinois",13132
17065,"Hamilton County, Illinois",8176
17069,"Hardin County, Illinois",3939
17073,"Henry County, Illinois",49267
17087,"Johnson County, Illinois",12494
17095,"Knox County, Illinois",50508
17105,"Livingston County, Illinois",36040
17171,"Scott County, Illinois",5005
17179,"Tazewell County, Illinois",133195
17187,"Warren County, Illinois",17146
18061,"Harrison County, Indiana",39940
18091,"LaPorte County, Indiana",110154
18169,"Wabash County, Indiana",31389
18073,"Jasper County, Indiana",33447
18101,"Martin County, Indiana",10212
18127,"Porter County, Indiana",168636
18137,"Ripley County, Indiana",28391
18147,"Spencer County, Indiana",20447
18159,"Tipton County, Indiana",15162
18167,"Vigo County, Indiana",107459
18173,"Warrick County, Indiana",62280
18033,"DeKalb County, Indiana",42927
18087,"LaGrange County, Indiana",39193
18139,"Rush County, Indiana",16641
18011,"Boone County, Indiana",65544
26053,"Gogebic County, Michigan",15061
27093,"Meeker County, Minnesota",23105
27131,"Rice County, Minnesota",66185
27125,"Red Lake County, Minnesota",4015
27027,"Clay County, Minnesota",63446
27045,"Fillmore County, Minnesota",20949
27119,"Polk County, Minnesota",31521
27143,"Sibley County, Minnesota",14892
27165,"Watonwan County, Minnesota",10972
27011,"Big Stone County, Minnesota",4996
27021,"Cass County, Minnesota",29268
27057,"Hubbard County, Minnesota",21019
27091,"Martin County, Minnesota",19852
27105,"Nobles County, Minnesota",21734
27141,"Sherburne County, Minnesota",94463
27019,"Carver County, Minnesota",101949
27085,"McLeod County, Minnesota",35832
27123,"Ramsey County, Minnesota",544442
27169,"Winona County, Minnesota",50725
27039,"Dodge County, Minnesota",20669
27035,"Crow Wing County, Minnesota",64217
27171,"Wright County, Minnesota",134438
27081,"Lincoln County, Minnesota",5677
27095,"Mille Lacs County, Minnesota",25865
27017,"Carlton County, Minnesota",35633
27065,"Kanabec County, Minnesota",16089
01115,"St. Clair County, Alabama",87989
01043,"Cullman County, Alabama",82853
01069,"Houston County, Alabama",104702
01125,"Tuscaloosa County, Alabama",207305
01031,"Coffee County, Alabama",51662
01021,"Chilton County, Alabama",44055
01037,"Coosa County, Alabama",10757
01055,"Etowah County, Alabama",102748
01075,"Lamar County, Alabama",13885
01013,"Butler County, Alabama",19828
01127,"Walker County, Alabama",64110
01063,"Greene County, Alabama",8324
01011,"Bullock County, Alabama",10248
01017,"Chambers County, Alabama",33660
02100,"Haines Borough, Alaska",2518
02110,"Juneau City and Borough, Alaska",32227
02290,"Yukon-Koyukuk Census Area, Alaska",5377
02068,"Denali Borough, Alaska",2246
02105,"Hoonah-Angoon Census Area, Alaska",2139
02275,"Wrangell City and Borough, Alaska",2502
04019,"Pima County, Arizona",1027207
04007,"Gila County, Arizona",53546
04003,"Cochise County, Arizona",125867
04001,"Apache County, Arizona",71511
04027,"Yuma County, Arizona",209468
04017,"Navajo County, Arizona",109270
05021,"Clay County, Arkansas",14889
05043,"Drew County, Arkansas",18417
05121,"Randolph County, Arkansas",17695
05009,"Boone County, Arkansas",37331
05079,"Lincoln County, Arkansas",13455
05035,"Crittenden County, Arkansas",48672
05045,"Faulkner County, Arkansas",123624
13295,"Walker County, Georgia",69039
13135,"Gwinnett County, Georgia",915046
13013,"Barrow County, Georgia",78991
13049,"Charlton County, Georgia",13040
13065,"Clinch County, Georgia",6686
13015,"Bartow County, Georgia",104919
13097,"Douglas County, Georgia",143316
13131,"Grady County, Georgia",24828
13141,"Hancock County, Georgia",8515
13313,"Whitfield County, Georgia",104237
13193,"Macon County, Georgia",13305
13285,"Troup County, Georgia",69919
13145,"Harris County, Georgia",34105
13249,"Schley County, Georgia",5221
13321,"Worth County, Georgia",20494
13093,"Dooly County, Georgia",13736
13109,"Evans County, Georgia",10687
13307,"Webster County, Georgia",2610
13103,"Effingham County, Georgia",60477
13125,"Glascock County, Georgia",2996
13239,"Quitman County, Georgia",2289
13051,"Chatham County, Georgia",288496
13167,"Johnson County, Georgia",9691
13173,"Lanier County, Georgia",10380
13195,"Madison County, Georgia",29218
13205,"Mitchell County, Georgia",22244
13277,"Tift County, Georgia",40541
13233,"Polk County, Georgia",41908
13263,"Talbot County, Georgia",6321
13273,"Terrell County, Georgia",8737
13275,"Thomas County, Georgia",44630
13319,"Wilkinson County, Georgia",9010
13221,"Oglethorpe County, Georgia",14931
13243,"Randolph County, Georgia",6973
13299,"Ware County, Georgia",35593
13305,"Wayne County, Georgia",29788
13315,"Wilcox County, Georgia",8824
13009,"Baldwin County, Georgia",45111
13031,"Bulloch County, Georgia",76120
13061,"Clay County, Georgia",2951
13101,"Echols County, Georgia",3981
13089,"DeKalb County, Georgia",749323
13143,"Haralson County, Georgia",29227
13163,"Jefferson County, Georgia",15618
13181,"Lincoln County, Georgia",7856
13213,"Murray County, Georgia",39724
13235,"Pulaski County, Georgia",11216
13241,"Rabun County, Georgia",16645
13281,"Towns County, Georgia",11617
13283,"Treutlen County, Georgia",6795
13155,"Irwin County, Georgia",9320
13001,"Appling County, Georgia",18440
39149,"Shelby County, Ohio",48749
39171,"Williams County, Ohio",36816
39029,"Columbiana County, Ohio",103190
39051,"Fulton County, Ohio",42253
39053,"Gallia County, Ohio",30088
39099,"Mahoning County, Ohio",229961
39145,"Scioto County, Ohio",76040
39117,"Morrow County, Ohio",35043
05089,"Marion County, Arkansas",16476
05129,"Searcy County, Arkansas",7908
05007,"Benton County, Arkansas",265759
05059,"Hot Spring County, Arkansas",33597
05087,"Madison County, Arkansas",16211
08033,"Dolores County, Colorado",1857
08057,"Jackson County, Colorado",1261
08083,"Montezuma County, Colorado",26031
08013,"Boulder County, Colorado",322510
08125,"Yuma County, Colorado",10003
08107,"Routt County, Colorado",25072
08019,"Clear Creek County, Colorado",9495
08101,"Pueblo County, Colorado",165982
08093,"Park County, Colorado",17867
08077,"Mesa County, Colorado",151218
08041,"El Paso County, Colorado",698974
08005,"Arapahoe County, Colorado",644560
10003,"New Castle County, Delaware",556165
10001,"Kent County, Delaware",176699
09005,"Litchfield County, Connecticut",182002
12099,"Palm Beach County, Florida",1465027
12086,"Miami-Dade County, Florida",2699428
12037,"Franklin County, Florida",11811
12047,"Hamilton County, Florida",14326
12119,"Sumter County, Florida",125044
12059,"Holmes County, Florida",19432
12071,"Lee County, Florida",737468
12021,"Collier County, Florida",371453
12101,"Pasco County, Florida",524602
12055,"Highlands County, Florida",103437
12027,"DeSoto County, Florida",36903
12023,"Columbia County, Florida",69968
12107,"Putnam County, Florida",73252
12125,"Union County, Florida",15303
12075,"Levy County, Florida",40403
12127,"Volusia County, Florida",536487
12079,"Madison County, Florida",18460
12033,"Escambia County, Florida",313491
12091,"Okaloosa County, Florida",203794
13187,"Lumpkin County, Georgia",32402
13201,"Miller County, Georgia",5787
13219,"Oconee County, Georgia",38132
13151,"Henry County, Georgia",225356
13183,"Long County, Georgia",18692
13257,"Stephens County, Georgia",25750
13161,"Jeff Davis County, Georgia",15036
13037,"Calhoun County, Georgia",6365
13021,"Bibb County, Georgia",153200
13197,"Marion County, Georgia",8432
13023,"Bleckley County, Georgia",12807
13119,"Franklin County, Georgia",22766
13171,"Lamar County, Georgia",18672
13107,"Emanuel County, Georgia",22533
13159,"Jasper County, Georgia",13916
13179,"Liberty County, Georgia",61349
13253,"Seminole County, Georgia",8321
13289,"Twiggs County, Georgia",8229
13269,"Taylor County, Georgia",8116
13279,"Toombs County, Georgia",26972
39135,"Preble County, Ohio",41093
39003,"Allen County, Ohio",103175
39033,"Crawford County, Ohio",41821
39059,"Guernsey County, Ohio",39111
39107,"Mercer County, Ohio",40884
39023,"Clark County, Ohio",134726
39093,"Lorain County, Ohio",307670
39113,"Montgomery County, Ohio",531670
39165,"Warren County, Ohio",229132
39007,"Ashtabula County, Ohio",97830
40071,"Kay County, Oklahoma",44402
40035,"Craig County, Oklahoma",14390
40017,"Canadian County, Oklahoma",140455
40077,"Latimer County, Oklahoma",10348
40139,"Texas County, Oklahoma",20805
40127,"Pushmataha County, Oklahoma",11128
40069,"Johnston County, Oklahoma",11064
40007,"Beaver County, Oklahoma",5377
40063,"Hughes County, Oklahoma",13372
40031,"Comanche County, Oklahoma",121762
40001,"Adair County, Oklahoma",22220
40137,"Stephens County, Oklahoma",43647
40019,"Carter County, Oklahoma",48319
40055,"Greer County, Oklahoma",5861
40091,"McIntosh County, Oklahoma",19725
40099,"Murray County, Oklahoma",13946
40115,"Ottawa County, Oklahoma",31454
40145,"Wagoner County, Oklahoma",78958
40015,"Caddo County, Oklahoma",29242
40101,"Muskogee County, Oklahoma",68736
40013,"Bryan County, Oklahoma",46457
41029,"Jackson County, Oregon",216574
41023,"Grant County, Oregon",7189
41005,"Clackamas County, Oregon",410463
41057,"Tillamook County, Oregon",26389
41033,"Josephine County, Oregon",86251
41059,"Umatilla County, Oregon",77129
41009,"Columbia County, Oregon",51375
41065,"Wasco County, Oregon",26130
13209,"Montgomery County, Georgia",9058
13247,"Rockdale County, Georgia",89717
13309,"Wheeler County, Georgia",7928
13011,"Banks County, Georgia",18708
13059,"Clarke County, Georgia",126176
13127,"Glynn County, Georgia",84470
13157,"Jackson County, Georgia",67885
13169,"Jones County, Georgia",28579
13215,"Muscogee County, Georgia",195739
13259,"Stewart County, Georgia",6293
13287,"Turner County, Georgia",7943
13003,"Atkinson County, Georgia",8239
13007,"Baker County, Georgia",3132
13043,"Candler County, Georgia",10812
13045,"Carroll County, Georgia",117183
13081,"Crisp County, Georgia",22713
13067,"Cobb County, Georgia",751218
13083,"Dade County, Georgia",16197
13027,"Brooks County, Georgia",15590
13105,"Elbert County, Georgia",19166
13165,"Jenkins County, Georgia",8793
13217,"Newton County, Georgia",108079
13071,"Colquitt County, Georgia",45486
13063,"Clayton County, Georgia",283538
13139,"Hall County, Georgia",198667
15009,"Maui County, Hawaii",165979
16071,"Oneida County, Idaho",4385
16045,"Gem County, Idaho",17331
16003,"Adams County, Idaho",4097
16053,"Jerome County, Idaho",23730
16061,"Lewis County, Idaho",3838
16073,"Owyhee County, Idaho",11552
16021,"Boundary County, Idaho",11845
16029,"Caribou County, Idaho",6953
16005,"Bannock County, Idaho",85765
16019,"Bonneville County, Idaho",114392
16027,"Canyon County, Idaho",217633
16057,"Latah County, Idaho",39505
17167,"Sangamon County, Illinois",196861
17157,"Randolph County, Illinois",32295
17141,"Ogle County, Illinois",51025
17137,"Morgan County, Illinois",34247
17193,"White County, Illinois",13868
17071,"Henderson County, Illinois",6809
17113,"McLean County, Illinois",172578
17145,"Perry County, Illinois",21251
17161,"Rock Island County, Illinois",143873
17185,"Wabash County, Illinois",11546
17035,"Cumberland County, Illinois",10836
17085,"Jo Daviess County, Illinois",21588
17101,"Lawrence County, Illinois",16033
17123,"Marshall County, Illinois",11679
17021,"Christian County, Illinois",32931
17077,"Jackson County, Illinois",57977
17143,"Peoria County, Illinois",182770
17147,"Piatt County, Illinois",16401
17175,"Stark County, Illinois",5447
17005,"Bond County, Illinois",16589
17015,"Carroll County, Illinois",14466
17083,"Jersey County, Illinois",21937
24027,"Howard County, Maryland",318855
24033,"Prince George's County, Maryland",908670
24003,"Anne Arundel County, Maryland",571275
24005,"Baltimore County, Maryland",828018
24021,"Frederick County, Maryland",251422
24009,"Calvert County, Maryland",91511
24023,"Garrett County, Maryland",29235
24029,"Kent County, Maryland",19536
24031,"Montgomery County, Maryland",1043530
02050,"Bethel Census Area, Alaska",18134
02185,"North Slope Borough, Alaska",9792
02220,"Sitka City and Borough, Alaska",8640
02090,"Fairbanks North Star Borough, Alaska",99072
02130,"Ketchikan Gateway Borough, Alaska",13800
02170,"Matanuska-Susitna Borough, Alaska",105369
02180,"Nome Census Area, Alaska",9988
02070,"Dillingham Census Area, Alaska",4961
02282,"Yakutat City and Borough, Alaska",649
02164,"Lake and Peninsula Borough, Alaska",1393
02240,"Southeast Fairbanks Census Area, Alaska",6878
02020,"Anchorage Municipality, Alaska",293531
02013,"Aleutians East Borough, Alaska",3385
02261,"Valdez-Cordova Census Area, Alaska",9243
02122,"Kenai Peninsula Borough, Alaska",58464
02230,"Skagway Municipality, Alaska",1107
02198,"Prince of Wales-Hyder Census Area, Alaska",6407
02195,"Petersburg Borough, Alaska",3257
02158,"Kusilvak Census Area, Alaska",8250
04013,"Maricopa County, Arizona",4328810
04009,"Graham County, Arizona",37996
04023,"Santa Cruz County, Arizona",46480
04012,"La Paz County, Arizona",20793
04015,"Mohave County, Arizona",207695
04005,"Coconino County, Arizona",141274
04025,"Yavapai County, Arizona",228067
04011,"Greenlee County, Arizona",9522
04021,"Pinal County, Arizona",432793
05099,"Nevada County, Arkansas",8351
05037,"Cross County, Arkansas",16824
05039,"Dallas County, Arkansas",7279
05027,"Columbia County, Arkansas",23776
05125,"Saline County, Arkansas",119415
05141,"Van Buren County, Arkansas",16642
05065,"Izard County, Arkansas",13570
05063,"Independence County, Arkansas",37427
05083,"Logan County, Arkansas",21668
05053,"Grant County, Arkansas",18126
05047,"Franklin County, Arkansas",17738
05109,"Pike County, Arkansas",10756
05069,"Jefferson County, Arkansas",69282
05097,"Montgomery County, Arkansas",8950
05127,"Scott County, Arkansas",10376
05131,"Sebastian County, Arkansas",127591
05033,"Crawford County, Arkansas",62739
05017,"Chicot County, Arkansas",10615
05071,"Johnson County, Arkansas",26372
05077,"Lee County, Arkansas",9194
19125,"Marion County, Iowa",33172
19183,"Washington County, Iowa",22100
19197,"Wright County, Iowa",12739
19029,"Cass County, Iowa",13091
19035,"Cherokee County, Iowa",11343
19047,"Crawford County, Iowa",17034
19057,"Des Moines County, Iowa",39386
19065,"Fayette County, Iowa",19803
19085,"Harrison County, Iowa",14089
19109,"Kossuth County, Iowa",14978
19129,"Mills County, Iowa",15034
19133,"Monona County, Iowa",8730
19139,"Muscatine County, Iowa",42889
19143,"Osceola County, Iowa",6052
19153,"Polk County, Iowa",479612
19187,"Webster County, Iowa",36545
19169,"Story County, Iowa",96941
19193,"Woodbury County, Iowa",102586
19013,"Black Hawk County, Iowa",132393
19075,"Grundy County, Iowa",12299
19105,"Jones County, Iowa",20559
19131,"Mitchell County, Iowa",10608
19137,"Montgomery County, Iowa",10053
19161,"Sac County, Iowa",9802
19149,"Plymouth County, Iowa",25068
19019,"Buchanan County, Iowa",21118
19045,"Clinton County, Iowa",46909
19053,"Decatur County, Iowa",7979
19101,"Jefferson County, Iowa",18148
19005,"Allamakee County, Iowa",13813
19113,"Linn County, Iowa",223861
19049,"Dallas County, Iowa",87099
19141,"O'Brien County, Iowa",13835
20187,"Stanton County, Kansas",2052
20119,"Meade County, Kansas",4180
20125,"Montgomery County, Kansas",32521
20151,"Pratt County, Kansas",9452
20153,"Rawlins County, Kansas",2502
20003,"Anderson County, Kansas",7835
20053,"Ellsworth County, Kansas",6231
20061,"Geary County, Kansas",34025
20057,"Ford County, Kansas",34179
20167,"Russell County, Kansas",6948
20117,"Marshall County, Kansas",9749
20001,"Allen County, Kansas",12556
20023,"Cheyenne County, Kansas",2665
20035,"Cowley County, Kansas",35351
20049,"Elk County, Kansas",2523
20059,"Franklin County, Kansas",25558
20083,"Hodgeman County, Kansas",1876
20089,"Jewell County, Kansas",2885
20159,"Rice County, Kansas",9658
20185,"Stafford County, Kansas",4181
20139,"Osage County, Kansas",15881
20031,"Coffey County, Kansas",8254
20037,"Crawford County, Kansas",38968
20073,"Greenwood County, Kansas",6081
24013,"Carroll County, Maryland",167699
24035,"Queen Anne's County, Maryland",49632
24037,"St. Mary's County, Maryland",112290
24017,"Charles County, Maryland",159428
24019,"Dorchester County, Maryland",32138
24043,"Washington County, Maryland",150109
24045,"Wicomico County, Maryland",102539
24015,"Cecil County, Maryland",102552
24011,"Caroline County, Maryland",33049
25025,"Suffolk County, Massachusetts",796605
25007,"Dukes County, Massachusetts",17312
25017,"Middlesex County, Massachusetts",1600842
25005,"Bristol County, Massachusetts",561037
25013,"Hampden County, Massachusetts",467871
25009,"Essex County, Massachusetts",783676
25011,"Franklin County, Massachusetts",70577
25027,"Worcester County, Massachusetts",824772
25015,"Hampshire County, Massachusetts",161032
26033,"Chippewa County, Michigan",37629
26115,"Monroe County, Michigan",149727
26125,"Oakland County, Michigan",1253185
26059,"Hillsdale County, Michigan",45757
26121,"Muskegon County, Michigan",173297
26089,"Leelanau County, Michigan",21652
26087,"Lapeer County, Michigan",88038
26151,"Sanilac County, Michigan",41295
26083,"Keweenaw County, Michigan",2111
26131,"Ontonagon County, Michigan",5877
26139,"Ottawa County, Michigan",286558
26001,"Alcona County, Michigan",10353
26067,"Ionia County, Michigan",64300
26079,"Kalkaska County, Michigan",17585
26021,"Berrien County, Michigan",154133
26129,"Ogemaw County, Michigan",20898
26165,"Wexford County, Michigan",33256
26039,"Crawford County, Michigan",13892
26043,"Dickinson County, Michigan",25439
26063,"Huron County, Michigan",31349
26065,"Ingham County, Michigan",290587
26105,"Mason County, Michigan",28954
26109,"Menominee County, Michigan",23074
26113,"Missaukee County, Michigan",15028
26149,"St. Joseph County, Michigan",60836
26159,"Van Buren County, Michigan",75358
26011,"Arenac County, Michigan",15070
26015,"Barry County, Michigan",60540
26071,"Iron County, Michigan",11152
26019,"Benzie County, Michigan",17615
26153,"Schoolcraft County, Michigan",8048
26163,"Wayne County, Michigan",1757299
26055,"Grand Traverse County, Michigan",92181
26097,"Mackinac County, Michigan",10780
26049,"Genesee County, Michigan",407875
20099,"Labette County, Kansas",20119
20173,"Sedgwick County, Kansas",513375
20157,"Republic County, Kansas",4658
20065,"Graham County, Kansas",2519
20045,"Douglas County, Kansas",120290
20179,"Sheridan County, Kansas",2506
20069,"Gray County, Kansas",6039
46121,"Todd County, South Dakota",10195
46102,"Oglala Lakota County, South Dakota",14335
53039,"Klickitat County, Washington",21721
53027,"Grays Harbor County, Washington",72779
53069,"Wahkiakum County, Washington",4268
53025,"Grant County, Washington",95502
53061,"Snohomish County, Washington",798808
54089,"Summers County, West Virginia",12848
54025,"Greenbrier County, West Virginia",35155
54057,"Mineral County, West Virginia",27167
54041,"Lewis County, West Virginia",16166
54075,"Pocahontas County, West Virginia",8450
54083,"Randolph County, West Virginia",28930
54105,"Wirt County, West Virginia",5798
54015,"Clay County, West Virginia",8709
54061,"Monongalia County, West Virginia",105474
54103,"Wetzel County, West Virginia",15436
54039,"Kanawha County, West Virginia",183279
54077,"Preston County, West Virginia",33683
54085,"Ritchie County, West Virginia",9844
54043,"Lincoln County, West Virginia",20850
54007,"Braxton County, West Virginia",14190
54005,"Boone County, West Virginia",22368
54109,"Wyoming County, West Virginia",21281
55033,"Dunn County, Wisconsin",44759
55043,"Grant County, Wisconsin",51733
55117,"Sheboygan County, Wisconsin",115178
55078,"Menominee County, Wisconsin",4558
55011,"Buffalo County, Wisconsin",13126
55063,"La Crosse County, Wisconsin",117894
55073,"Marathon County, Wisconsin",135396
55121,"Trempealeau County, Wisconsin",29499
55027,"Dodge County, Wisconsin",87715
55125,"Vilas County, Wisconsin",21751
55071,"Manitowoc County, Wisconsin",79185
55013,"Burnett County, Wisconsin",15289
55029,"Door County, Wisconsin",27472
55039,"Fond du Lac County, Wisconsin",102597
55091,"Pepin County, Wisconsin",7265
55103,"Richland County, Wisconsin",17459
55137,"Waushara County, Wisconsin",24193
55065,"Lafayette County, Wisconsin",16715
55093,"Pierce County, Wisconsin",41977
55015,"Calumet County, Wisconsin",49928
55059,"Kenosha County, Wisconsin",168524
56019,"Johnson County, Wyoming",8487
20199,"Wallace County, Kansas",1574
20017,"Chase County, Kansas",2637
20189,"Stevens County, Kansas",5603
20183,"Smith County, Kansas",3627
20067,"Grant County, Kansas",7467
26009,"Antrim County, Michigan",23206
26061,"Houghton County, Michigan",36070
26093,"Livingston County, Michigan",189754
26069,"Iosco County, Michigan",25197
26085,"Lake County, Michigan",11852
26101,"Manistee County, Michigan",24457
20085,"Jackson County, Kansas",13266
20095,"Kingman County, Kansas",7340
20109,"Logan County, Kansas",2805
20131,"Nemaha County, Kansas",10121
20149,"Pottawatomie County, Kansas",23847
20209,"Wyandotte County, Kansas",164861
20021,"Cherokee County, Kansas",20179
20015,"Butler County, Kansas",66698
20027,"Clay County, Kansas",8082
20105,"Lincoln County, Kansas",3044
20169,"Saline County, Kansas",54701
20191,"Sumner County, Kansas",23114
20195,"Trego County, Kansas",2840
20197,"Wabaunsee County, Kansas",6889
20205,"Wilson County, Kansas",8688
20123,"Mitchell County, Kansas",6145
20141,"Osborne County, Kansas",3530
20005,"Atchison County, Kansas",16268
20055,"Finney County, Kansas",36750
20075,"Hamilton County, Kansas",2591
20103,"Leavenworth County, Kansas",80745
20201,"Washington County, Kansas",5493
20203,"Wichita County, Kansas",2130
20129,"Morton County, Kansas",2754
20137,"Norton County, Kansas",5446
20009,"Barton County, Kansas",26453
20029,"Cloud County, Kansas",8938
20047,"Edwards County, Kansas",2869
20101,"Lane County, Kansas",1564
20165,"Rush County, Kansas",3022
20115,"Marion County, Kansas",11964
20133,"Neosho County, Kansas",16108
20143,"Ottawa County, Kansas",5822
20161,"Riley County, Kansas",75056
20007,"Barber County, Kansas",4624
20041,"Dickinson County, Kansas",18828
20087,"Jefferson County, Kansas",18890
21089,"Greenup County, Kentucky",35555
21069,"Fleming County, Kentucky",14513
21043,"Carter County, Kentucky",27159
21081,"Grant County, Kentucky",24951
21111,"Jefferson County, Kentucky",767419
21141,"Logan County, Kentucky",26902
21161,"Mason County, Kentucky",17112
21191,"Pendleton County, Kentucky",14572
21201,"Robertson County, Kentucky",2123
21215,"Spencer County, Kentucky",18680
21011,"Bath County, Kentucky",12355
21007,"Ballard County, Kentucky",8032
21021,"Boyle County, Kentucky",29972
21087,"Green County, Kentucky",10979
21095,"Harlan County, Kentucky",26699
21159,"Martin County, Kentucky",11648
21137,"Lincoln County, Kentucky",24476
21171,"Monroe County, Kentucky",10627
21183,"Ohio County, Kentucky",24071
21225,"Union County, Kentucky",14638
21233,"Webster County, Kentucky",13068
48249,"Jim Wells County, Texas",40972
48111,"Dallam County, Texas",7304
26119,"Montmorency County, Michigan",9265
26141,"Presque Isle County, Michigan",12714
26051,"Gladwin County, Michigan",25279
26077,"Kalamazoo County, Michigan",262745
26107,"Mecosta County, Michigan",43251
26103,"Marquette County, Michigan",66686
26123,"Newaygo County, Michigan",48366
26133,"Osceola County, Michigan",23290
26137,"Otsego County, Michigan",24490
26025,"Calhoun County, Michigan",134212
26031,"Cheboygan County, Michigan",25418
26095,"Luce County, Michigan",6338
26081,"Kent County, Michigan",648121
26145,"Saginaw County, Michigan",191821
26155,"Shiawassee County, Michigan",68340
26017,"Bay County, Michigan",104104
26029,"Charlevoix County, Michigan",26188
26041,"Delta County, Michigan",36026
26047,"Emmet County, Michigan",33104
27071,"Koochiching County, Minnesota",12515
27097,"Morrison County, Minnesota",33064
27113,"Pennington County, Minnesota",14183
27147,"Steele County, Minnesota",36683
27167,"Wilkin County, Minnesota",6291
27001,"Aitkin County, Minnesota",15834
27043,"Faribault County, Minnesota",13801
27101,"Murray County, Minnesota",8296
27067,"Kandiyohi County, Minnesota",42841
27075,"Lake County, Minnesota",10560
27133,"Rock County, Minnesota",9402
27135,"Roseau County, Minnesota",15361
27155,"Traverse County, Minnesota",3311
27005,"Becker County, Minnesota",34011
27053,"Hennepin County, Minnesota",1245837
27015,"Brown County, Minnesota",25163
27023,"Chippewa County, Minnesota",11953
27029,"Clearwater County, Minnesota",8821
27049,"Goodhue County, Minnesota",46246
27059,"Isanti County, Minnesota",39430
27063,"Jackson County, Minnesota",9954
27099,"Mower County, Minnesota",39807
27115,"Pine County, Minnesota",29223
27109,"Olmsted County, Minnesota",154809
27159,"Wadena County, Minnesota",13654
27009,"Benton County, Minnesota",40129
27047,"Freeborn County, Minnesota",30463
27061,"Itasca County, Minnesota",45141
27121,"Pope County, Minnesota",11048
27149,"Stevens County, Minnesota",9789
27151,"Swift County, Minnesota",9359
27033,"Cottonwood County, Minnesota",11299
27139,"Scott County, Minnesota",145275
27157,"Wabasha County, Minnesota",21537
27117,"Pipestone County, Minnesota",9191
27107,"Norman County, Minnesota",6520
27103,"Nicollet County, Minnesota",33954
48157,"Fort Bend County, Texas",765394
48235,"Irion County, Texas",1620
48489,"Willacy County, Texas",21588
48115,"Dawson County, Texas",12813
48051,"Burleson County, Texas",18058
48355,"Nueces County, Texas",361540
48379,"Rains County, Texas",11766
48385,"Real County, Texas",3408
48431,"Sterling County, Texas",1231
